"city","state","division","app_funds_pc50","years_potential_participation_UR","pop50","pop80","med_prop_val50","med_prop_val80","med_fam_inc50","med_fam_inc80","emp_rate50","emp_rate80","pov_rate80","owner_occ_pct50","dilap_pct50","units_old_pct50","no_plumbing_pct50","crowded_units_pct50","nonwhite_pct50","manuf_pct50","median_school50","income_2k_pct50"
"LYNWOOD","CA",42,0,25,25823,48548,9189,59200,3949,16460,95.4063568115234,91.4638519287109,18.3246536254883,73.4000015258789,121,2.91693091392517,1.0140700340271,8.53990936279297,0.100000001490116,38.4000015258789,12,12.5
"OAKLAND","CA",42,231.445541381836,25,384575,339337,10487,67600,3820,17651,90.3931274414062,90.5916137695312,15.9778728485107,49.0999984741211,4840,44.4661903381348,9.80180644989014,9.48056125640869,14.5,19.7999992370605,11.5,17.2999992370605
"PALO ALTO","CA",42,0,25,25475,55225,13835,148900,4657,31796,96.6315155029297,97.2649002075195,2.53788447380066,66.6999969482422,143,23.8675956726074,2.33974170684814,3.47462677955627,3.79999995231628,10.8000001907349,12.8000001907349,13.8999996185303
"PASADENA","CA",42,130.174621582031,25,104577,118550,11870,92100,3676,20848,94.5376052856445,95.1478576660156,10.7117433547974,56.4000015258789,883,37.6444702148438,5.87293100357056,5.34109687805176,9.39999961853027,15.1999998092651,12.3000001907349,21.7999992370605
"POMONA","CA",42,0,25,35405,92742,8847,60900,3347,17425,93.0917053222656,92.4545440673828,13.4934883117676,62.7000007629395,500,30.6511821746826,7.4637336730957,9.12329483032227,0.800000011920929,19.2999992370605,11.8000001907349,23.5
"REDONDO BEACH","CA",42,514.445739746094,25,25226,57102,7120,113500,3525,24286,92.4174652099609,95.9820175170898,5.64702463150024,62,398,17.2413787841797,7.64213228225708,14.9708194732666,0.899999976158142,35.5999984741211,11.1999998092651,19.6000003814697
"REDWOOD CITY","CA",42,0,25,25544,54951,11756,123400,4044,24794,96.0193252563477,96.9994506835938,5.16708993911743,70.9000015258789,279,11.0832815170288,3.39694690704346,6.89258289337158,2.59999990463257,19,12,15.3000001907349
"RICHMOND","CA",42,359.016326904297,25,99545,74676,8977,61900,3536,18232,86.6308288574219,90.6530151367188,14.8578090667725,37.4000015258789,873,11.4252834320068,2.29513931274414,24.7108421325684,14.3000001907349,29.2999992370605,11,16.8999996185303
"RIVERSIDE","CA",42,40.5586776733398,25,46764,170876,8944,68000,3286,21075,93.3627243041992,93.4256973266602,8.67245006561279,59.7000007629395,863,31.7495994567871,9.7649040222168,9.30642127990723,4.90000009536743,9.39999961853027,12.1000003814697,24.6000003814697
"SACRAMENTO","CA",42,351.584228515625,25,137572,275741,10218,56800,4106,18844,92.9025039672852,89.6799240112305,11.7155466079712,57.2000007629395,1376,33.3526763916016,7.99053001403809,7.63449907302856,7.80000019073486,9.39999961853027,11.8999996185303,14.8999996185303
"SAN BERNARDINO","CA",42,483.191162109375,25,63058,117490,8086,52600,3387,16965,93.0891265869141,91.1050491333008,13.7829713821411,61.9000015258789,1018,21.5103530883789,9.02393341064453,10.2970790863037,3.40000009536743,9.30000019073486,11.3000001907349,24
"SAN DIEGO","CA",42,30.0658283233643,25,334387,875538,9693,90700,3554,20133,92.0838851928711,93.0025405883789,9.15047168731689,46.2999992370605,2359,19.2542476654053,5.90914297103882,9.08097839355469,5.5,15.3999996185303,12,18.3999996185303
"SAN FRANCISCO","CA",42,311.313934326172,25,775357,678974,11927,104600,3923,20911,92.0782012939453,93.911247253418,10.2754430770874,36.7000007629395,6477,50.0138397216797,9.20776271820068,7.70529937744141,10.5,16.8999996185303,11.6999998092651,16.2000007629395
"SAN JOSE","CA",42,262.492523193359,25,95280,629442,10233,97900,3709,25598,90.2302398681641,94.7052001953125,6.30365371704102,62.7999992370605,1215,37.4751815795898,6.34702062606812,9.02103424072266,2.20000004768372,21.3999996185303,11.1000003814697,19.7000007629395
"SAN LEANDRO","CA",42,0,25,27542,63952,11698,79600,4230,23250,93.2678298950195,94.5016021728516,3.54836964607239,76.5,116,13.6823320388794,2.27515506744385,5.84948301315308,0.300000011920929,28.7000007629395,12,12.1000003814697
"SAN MATEO","CA",42,3.59006261825562,25,41782,77561,13536,126700,4907,26850,97.2580642700195,97.0590286254883,4.3779239654541,71.9000015258789,137,10.2620897293091,0.80582869052887,4.06311655044556,4.80000019073486,15.1000003814697,12.3999996185303,9.5
"SANTA ANA","CA",42,0,25,45533,203713,8724,80500,3376,20193,92.2412796020508,94.6080169677734,10.0780067443848,65.5,689,27.0131530761719,6.98874616622925,7.82742261886597,1.20000004768372,12.3999996185303,12,22.7000007629395
"SANTA BARBARA","CA",42,49.4514503479004,25,44913,74414,11040,130800,3466,20285,93.6632385253906,95.4177017211914,6.25500297546387,52.7000007629395,941,33.7341575622559,9.72311496734619,9.23180103302002,3.70000004768372,5.69999980926514,12.1000003814697,21.2000007629395
"SANTA MONICA","CA",42,104.804374694824,25,71595,88314,13024,189800,3677,22263,92.7238082885742,95.6704330444336,6.5634708404541,40.2999992370605,794,20.88307762146,7.10864686965942,10.2847547531128,5.09999990463257,20.3999996185303,12.1999998092651,20
"SOUTH GATE","CA",42,0,25,51116,66784,9198,64200,4043,16990,95.0061492919922,93.2054290771484,12.1720943450928,69.3000030517578,223,1.45852327346802,1.12859106063843,6.95560789108276,0.100000001490116,41.7000007629395,12,13
"STOCKTON","CA",42,232.647415161133,25,70853,149779,8379,55500,3803,18273,89.1228561401367,89.9252166748047,13.4664783477783,55.0999984741211,1369,39.4063720703125,8.6608829498291,11.0661725997925,10.3000001907349,12.8999996185303,10.5,18.7999992370605
"VALLEJO","CA",42,494.578735351562,25,26038,80303,11157,62200,3632,20506,92.3976593017578,93.2431640625,9.30331993103027,41.5999984741211,332,37.4247894287109,3.28975915908813,6.16299676895142,9.19999980926514,34.9000015258789,11.3000001907349,19.5
"COLORADO SPRINGS","CO",41,180.591613769531,25,45472,215150,7915,58000,3038,18987,96.0320129394531,92.567756652832,7.80954694747925,55.0999984741211,833,69.8506546020508,21.2290267944336,9.91229248046875,2.70000004768372,10.3999996185303,11.8999996185303,26.2999992370605
"DENVER","CO",41,199.156433105469,25,415786,492365,9657,63700,3554,19527,96.0625457763672,95.0015487670898,10.2701025009155,51.7000007629395,5056,51.6475830078125,20.5197639465332,11.8817138671875,4.40000009536743,16.7000007629395,12.1000003814697,19.2000007629395
"PUEBLO","CO",41,50.4820594787598,25,63685,101686,6533,39300,3354,18251,96.7864303588867,91.7565002441406,11.3359270095825,64.5999984741211,1440,56.1882476806641,29.7678318023682,19.0717830657959,2.5,27.8999996185303,9.89999961853027,19
"BRIDGEPORT","CT",11,161.877380371094,25,158709,142546,11633,57100,3315,16694,91.5825271606445,92.8602523803711,17.363842010498,34,2357,66.040657043457,16.9642467498779,12.7832536697388,4.30000019073486,51.2000007629395,8.80000019073486,19.2999992370605
"BRISTOL","CT",11,456.709014892578,25,35961,57370,9587,58000,3507,22197,94.2084503173828,95.1930160522461,4.73129320144653,56.2000007629395,194,51.2577133178711,15.7231912612915,10.7072887420654,0.5,63.0999984741211,8.80000019073486,15.1999998092651
"HARTFORD","CT",11,403.794097900391,25,177397,136392,12809,45700,3459,14032,93.2624359130859,92.2617874145508,22.4657707214355,22.6000003814697,2109,59.0286560058594,11.3095703125,13.4252910614014,7.19999980926514,31.2999992370605,9.69999980926514,17.5
"MERIDEN","CT",11,208.75830078125,25,44088,57118,10736,56900,3604,21087,94.4481201171875,94.5958862304688,6.47192478179932,51.4000015258789,504,78.092887878418,14.7804155349731,8.30197334289551,0.800000011920929,54.0999984741211,9.60000038146973,15.6999998092651
"MIDDLETOWN","CT",11,678.274780273438,25,29711,39040,11679,60300,3461,21085,93.359992980957,95.3108139038086,5.92506837844849,48.5,326,65.0269546508789,22.2597808837891,9.60397434234619,1.89999997615814,41.0999984741211,8.89999961853027,14.8000001907349
"NEW BRITAIN","CT",11,496.757843017578,25,73726,73840,12967,49600,3631,19401,93.8672637939453,94.8730545043945,8.87580108642578,35.7999992370605,398,56.5331420898438,12.3849773406982,12.3122692108154,1.39999997615814,58.7999992370605,9.5,13.1999998092651
"NEW HAVEN","CT",11,1104.39721679688,25,164443,126109,12187,47800,3301,14993,94.1468200683594,90.6984710693359,19.3826599121094,31.7000007629395,2848,71.1578750610352,16.1557769775391,10.9864406585693,6,35.4000015258789,9.10000038146973,20.3999996185303
"NEW LONDON","CT",11,1119.75329589844,25,30551,28842,10750,45600,3216,16673,93.0226440429688,92.6007690429688,12.9504327774048,42,541,77.1635971069336,16.6160373687744,7.71711587905884,4.80000019073486,20.5,9.69999980926514,22.3999996185303
"NORWALK","CT",11,324.662170410156,25,49460,77767,13018,90500,3874,25479,96.4369354248047,96.1577529907227,5.46701431274414,57.0999984741211,629,51.5990562438965,10.0164594650269,10.271276473999,4.80000019073486,43.0999984741211,10.3000001907349,13.8999996185303
"STAMFORD","CT",11,608.606872558594,25,74293,102453,14242,110300,3925,26692,95.4164657592773,96.2317123413086,6.07585716247559,46.9000015258789,1189,44.3497886657715,11.6037645339966,11.432092666626,5.40000009536743,39.5999984741211,10.5,16.1000003814697
"TORRINGTON","CT",11,50.1364860534668,25,27820,30987,11549,49500,3426,20368,94.9696044921875,94.3552932739258,5.49086761474609,53.5999984741211,119,61.5141944885254,8.72327613830566,7.70750999450684,0.600000023841858,59,8.69999980926514,15
"WATERBURY","CT",11,234.595825195312,25,104477,103266,11253,40300,3471,18269,91.5730361938477,93.2966079711914,11.5702171325684,40.9000015258789,778,64.8501358032227,13.7871551513672,11.614634513855,3.5,55,9,17.2000007629395
"WILMINGTON","DE",31,254.499633789062,23,110356,70195,9274,27200,3346,14435,95.7838134765625,90.5358657836914,20.2070369720459,51.0999984741211,2267,73.5715408325195,18.6746273040771,9.53707218170166,15.6999998092651,33,9.69999980926514,22.1000003814697
"DAYTONA BEACH","FL",31,206.261108398438,15,30187,54176,7364,34100,2268,13331,94.7873382568359,93.2589797973633,15.8733863830566,52,1102,27.8556270599365,24.6092052459717,27.7314338684082,29,5.90000009536743,11,43.5999984741211
"FORT LAUDERDALE","FL",31,12.9285678863525,15,36328,153279,10764,63300,3041,19269,95.6749877929688,95.5965881347656,9.67245483398438,57.5,482,2.03640842437744,15.1647596359253,11.7807054519653,23.3999996185303,6.90000009536743,11.5,29.7000007629395
"GAINESVILLE","FL",31,0,15,26861,81371,8194,45200,2500,17425,97.0618667602539,94.2019271850586,14.0010709762573,40,240,22.6626777648926,25.1036148071289,11.9119424819946,21.7000007629395,7.30000019073486,12.3000001907349,38.7000007629395
"JACKSONVILLE","FL",31,110.014640808105,15,204517,540920,6943,31700,2676,17646,95.4502639770508,94.222541809082,12.8527307510376,48.5999984741211,7167,35.367317199707,37.9061584472656,15.7299394607544,35.5,13.3999996185303,9.60000038146973,35
"LAKELAND","FL",31,0,15,30851,47406,7191,35600,2655,16148,95.6591796875,95.3606109619141,11.2053251266479,55.4000015258789,242,21.8898391723633,26.035701751709,10.7536859512329,20.2000007629395,9.69999980926514,10.6000003814697,35.7000007629395
"MIAMI BEACH","FL",31,0,15,46282,96298,20000,1e+05,3510,14061,93.6324234008789,94.138427734375,12.4040975570679,26.8999996185303,149,2.99607062339783,1.11206221580505,17.0159587860107,1.39999997615814,6.09999990463257,11.6999998092651,27.8999996185303
"MIAMI","FL",31,63.9128379821777,15,249276,346865,10440,47500,3004,13355,93.5301666259766,93.8579177856445,19.934814453125,48.2999992370605,4181,6.09928226470947,16.5698432922363,11.0122632980347,16.2999992370605,8,11,30.7000007629395
"ORLANDO","FL",31,50.8714256286621,15,52367,128291,9300,39500,2685,16125,95.2319564819336,95.3565139770508,14.1662549972534,53.9000015258789,892,16.6478881835938,22.2033920288086,9.66356086730957,25.6000003814697,7.40000009536743,11.6999998092651,36.0999984741211
"PANAMA CITY","FL",31,0,15,25814,33346,4967,29400,2643,14485,96.0300445556641,92.5184173583984,15.7497539520264,54.2000007629395,1085,5.55555534362793,34.5941619873047,16.5756416320801,22.1000003814697,14.8999996185303,9.89999961853027,32.7000007629395
"PENSACOLA","FL",31,0,15,43479,57619,5271,36600,2431,17587,92.8776092529297,93.0402908325195,14.5578670501709,52.7999992370605,2054,45.2156867980957,44.8895492553711,19.4468727111816,36.4000015258789,9.10000038146973,9,40
"ST PETERSBURG","FL",31,0.708511650562286,15,96738,238647,9685,35800,2459,15470,95.1419677734375,94.3585662841797,9.87928104400635,60,1949,14.8134469985962,16.587329864502,8.19210624694824,14.5,6,11.6000003814697,38.7999992370605
"TALLAHASSEE","FL",31,148.32763671875,15,27237,81548,8632,42300,2952,16982,97.2433013916016,94.4472427368164,14.9751272201538,42.9000015258789,1296,15.6944446563721,38.606128692627,15.5109996795654,34.4000015258789,6.40000009536743,11.8999996185303,34.7999992370605
"TAMPA","FL",31,321.21923828125,15,124681,271523,5733,30600,2401,15350,93.7249069213867,94.2742004394531,14.7510089874268,52.7999992370605,4380,33.8825950622559,40.2654800415039,11.0549287796021,22,21.7999992370605,8.89999961853027,39.4000015258789
"WEST PALM BEACH","FL",31,0,15,43162,63305,9690,41500,2539,17167,93.7887268066406,96.6152420043945,11.1679935455322,51.9000015258789,1344,12.1003131866455,22.2855815887451,10.3028116226196,29.6000003814697,5.09999990463257,11.1000003814697,36.4000015258789
"ALBANY","GA",31,31.160327911377,19,31155,74059,7880,37300,2353,16330,93.8972702026367,91.5129013061523,18.9817790985107,33,2089,27.9816513061523,46.5510940551758,24.714038848877,42.7999992370605,17.2000007629395,8.80000019073486,41
"ATHENS","GA",31,230.584243774414,19,28180,42549,5364,38000,2248,14063,96.0819473266602,91.6570129394531,17.6578330993652,46.5999984741211,1519,50.1451377868652,46.5368118286133,21.8836574554443,27.2999992370605,15.8000001907349,9.80000019073486,44.7000007629395
"ATLANTA","GA",31,309.841949462891,19,331314,425022,8204,31800,2664,13591,96.3032913208008,91.9319839477539,23.7240619659424,39.9000015258789,14915,45.6469688415527,38.2736396789551,21.829683303833,36.5999984741211,16.7999992370605,9.5,35.2999992370605
"AUGUSTA","GA",31,135.326675415039,19,71508,47532,4670,23900,2290,11543,94.0470657348633,90.5359497070312,23.7270431518555,37.5999984741211,3978,56.5779647827148,54.8683586120605,24.8375625610352,41.2999992370605,22.7999992370605,7.90000009536743,42.7999992370605
"COLUMBUS","GA",31,104.245292663574,19,79611,169441,7000,30900,2542,15688,95.6343231201172,91.1112747192383,14.5361671447754,38,4323,38.7936782836914,44.8152809143066,27.0367336273193,31.2000007629395,29.6000003814697,8.19999980926514,37.5
"MACON","GA",31,140.652069091797,19,70252,116896,5463,29600,2338,16146,94.9996795654297,91.9578170776367,17.0746917724609,35.4000015258789,5449,63.1858825683594,51.6438484191895,25.179084777832,42.0999984741211,20.8999996185303,8.39999961853027,42.7000007629395
"ROME","GA",31,90.3948974609375,19,29615,29654,5805,30200,2571,15217,93.2754058837891,92.0563278198242,15.4212827682495,40.5,1438,40.7778434753418,43.0457458496094,19.9537563323975,20.3999996185303,32,8.10000038146973,37.5
"SAVANNAH","GA",31,199.285140991211,19,119638,141390,6816,33200,2373,15441,93.2763595581055,92.1184158325195,18.201681137085,32.7000007629395,9365,53.9506187438965,44.4514389038086,17.2670230865479,40.4000015258789,21.1000003814697,8.69999980926514,40.7000007629395
"BOISE CITY","ID",41,836.821228027344,9,34393,102451,8437,53400,3692,20884,95.0472640991211,93.6618576049805,6.13526201248169,58,506,40.4533576965332,11.1953735351562,8.76256561279297,0.800000011920929,6.30000019073486,12.3000001907349,20
"POCATELLO","ID",41,0,9,26131,46340,8477,43500,3937,20238,93.8149261474609,94.0154724121094,6.94905185699463,52.7999992370605,527,36.6059799194336,10.669337272644,21.7516059875488,2.20000004768372,7.90000009536743,12.1000003814697,13.3999996185303
"ALTON","IL",21,0,25,32550,34171,7838,27100,3460,18465,94.5125732421875,89.9048004150391,12.1871843338013,56.5,1131,60.2753715515137,32.9249267578125,14.9112911224365,11.8000001907349,41.2000007629395,9.10000038146973,20.2999992370605
"AURORA","IL",21,0,25,50576,81293,9413,49100,3991,23035,97.2882080078125,93.2169342041016,6.56959342956543,64.9000015258789,315,68.0510101318359,17.374303817749,6.5591254234314,2.29999995231628,39.2999992370605,10.5,12.1999998092651
"BELLEVILLE","IL",21,0,25,32721,41580,8229,42100,3290,21120,96.6901550292969,93.8898086547852,5.15397977828979,63.0999984741211,670,61.4271926879883,30.423152923584,13.5366926193237,0.600000023841858,30.8999996185303,8.89999961853027,21.6000003814697
"BERWYN","IL",21,0,25,51280,46849,13296,58500,4706,23178,98.0593872070312,94.685676574707,4.02095222473145,63.0999984741211,66,23.0156192779541,2.12254905700684,5.60895395278931,0,44,9.80000019073486,8.89999961853027
"BLOOMINGTON","IL",21,222.821685791016,25,34163,44189,7925,46300,3397,21640,96.9207458496094,94.7854309082031,6.5060019493103,56.5999984741211,748,78.1099319458008,27.5158710479736,8.70641994476318,2.40000009536743,17,10.6000003814697,19.1000003814697
"CHAMPAIGN","IL",21,61.9267501831055,25,39563,58133,10538,49000,3637,22149,97.5013580322266,95.031608581543,7.7580885887146,54.9000015258789,552,51.3097076416016,24.2333374023438,12.1870813369751,8.30000019073486,9.30000019073486,12.3999996185303,17.6000003814697
"CHICAGO","IL",21,66.81298828125,25,3620962,3005072,12232,47200,3956,18776,95.1805191040039,90.1772003173828,16.8434047698975,30.3999996185303,64044,62.7914123535156,20.930793762207,15.2469100952148,14.1000003814697,36.7000007629395,9.5,14.5
"CICERO","IL",21,0,25,67544,61232,12114,50800,4255,20804,96.9948654174805,93.5814971923828,6.81150531768799,52.9000015258789,512,50.6686134338379,8.14163780212402,8.39739513397217,0.100000001490116,53.9000015258789,8.89999961853027,9.39999961853027
"DANVILLE","IL",21,155.255920410156,25,37864,38985,6196,33900,3292,18910,95.4038543701172,90.4863739013672,10.4078493118286,63.7000007629395,810,73.2899017333984,31.1284332275391,9.31692409515381,8.10000038146973,24.6000003814697,9.19999980926514,21
"DECATUR","IL",21,65.2146530151367,25,66269,94081,7697,38500,3507,20868,95.5480194091797,90.1235122680664,9.19327545166016,64.6999969482422,821,53.8995208740234,25.6307334899902,10.1018838882446,5.19999980926514,27.2999992370605,10.3000001907349,18
"EAST ST LOUIS","IL",21,158.645278930664,25,82295,55200,5700,16300,2933,9452,93.9369583129883,78.947998046875,38.9346923828125,52.4000015258789,4317,52.8929100036621,45.6300506591797,21.986026763916,33.5,35.7999992370605,8.60000038146973,28.2000007629395
"ELGIN","IL",21,68.3041152954102,25,44223,63798,10678,62200,4037,23193,97.8718643188477,94.1990432739258,5.26503467559814,60.5,196,63.2371940612793,13.1151876449585,6.00275182723999,1.89999997615814,41.0999984741211,10.1999998092651,14.1000003814697
"EVANSTON","IL",21,0,25,73641,73706,19499,88600,5491,28264,97.9615478515625,96.4782104492188,3.75258493423462,41.2000007629395,295,42.7858085632324,3.5541353225708,6.8785982131958,9.69999980926514,18.2999992370605,12.6999998092651,11.1999998092651
"GALESBURG","IL",21,38.7481956481934,25,31425,35305,7284,37600,3377,20112,96.7873382568359,90.6164779663086,7.48254776000977,66,401,71.0487442016602,21.837797164917,7.52319478988647,3.5,18.8999996185303,11.3000001907349,19.6000003814697
"GRANITE CITY","IL",21,0,25,29465,36815,6423,33200,3581,20998,95.9326095581055,89.3930969238281,8.35913276672363,63.4000015258789,853,37.2279510498047,31.3482131958008,18.5628051757812,0.100000001490116,49.2000007629395,8.69999980926514,12
"JOLIET","IL",21,34.1848030090332,25,51601,77956,9484,45700,3852,22694,96.0633392333984,90.7018280029297,9.05588722229004,58.0999984741211,601,68.8903579711914,28.4165325164795,8.71110534667969,3.79999995231628,31.7000007629395,9.60000038146973,12.8999996185303
"KANKAKEE","IL",21,0,25,25856,30141,9195,34100,3633,17837,95.838737487793,91.4448394775391,14.7027463912964,55.9000015258789,465,64.4025192260742,22.739839553833,10.0917434692383,5,34.9000015258789,9,15.8000001907349
"MAYWOOD","IL",21,59.4146614074707,25,27473,27998,12718,44800,4449,21668,97.3976211547852,90.2755889892578,10.9645128250122,59.9000015258789,142,43.1789741516113,10.2580509185791,9.96541595458984,9.19999980926514,34.7999992370605,11,9.60000038146973
"MOLINE","IL",21,0,25,37397,45709,10137,49200,3908,24017,97.5566329956055,94.5184097290039,4.62523698806763,61.2999992370605,302,63.0861053466797,20.118278503418,7.25451231002808,0.800000011920929,48.4000015258789,10.5,14
"OAK PARK","IL",21,0,25,63529,54887,16259,68000,5415,27413,97.916877746582,95.641960144043,2.80415773391724,50.7999992370605,108,50.4288597106934,3.19207978248596,5.3593053817749,0.200000002980232,28,12.3999996185303,8.60000038146973
